BACIA;RIO;ESTADO;MUNICIPIO;RESPONSAVEL;OPERADORA;OPERADORA_UNIDADE;ROTEIRO;TIPOESTACAO;CODIGO;NOME;LATITUDE;LONGITUDE;AREADRENAGEM;OPERANDO;TIPOESTACAOESCALA;TIPOESTACAOREGISTRADORNIVEL;TIPOESTACAODESCLIQUIDA;TIPOESTACAOSEDIMENTOS;TIPOESTACAOQUALAGUA;TIPOESTACAOTELEMETRICA;TIPOESTACAOPLUVIOMETRO;TIPOESTACAOREGISTRADORCHUVA;TIPOESTACAOTANQUEEVAPO;TIPOESTACAOCLIMATOLOGICA;TIPOREDEBASICA;TIPOREDEENERGETICA;TIPOREDENAVEGACAO;TIPOREDECURSODAGUA;TIPOREDEESTRATEGICA;TIPOREDECAPTACAO;TIPOREDESEDIMENTOS;TIPOREDEQUALAGUA;TIPOREDECLASSEVAZAO;PERIODOESCALAINICIO;PERIODOREGISTRADORNIVELINICIO;PERIODODESCLIQUIDAINICIO;PERIODOSEDIMENTOSINICIO;PERIODOQUALAGUAINICIO;PERIODOPLUVIOMETROINICIO;PERIODOREGISTRADORCHUVAINICIO;PERIODOTANQUEEVAPOINICIO;PERIODOCLIMATOLOGICAINICIO;PERIODOTELEMETRICAINICIO;Baixar Dados;Baixar MDB (Convencional);Baixar TXT (Convencional);Baixar CSV (Convencional);x;y
6 - RIO PARANÁ;RIO JAURU;MT;PORTO ESPERIDIÃO;ANA;CPRM;CPRM-GO;20;Fluviométrica;66072000;PORTO ESPERIDIÃO;-15.8517;-58.4628;5660;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Sim;;Não;;Sim;31/10/1965;;30/4/1970;;30/9/2002;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66072000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66072000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66072000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66072000;-58.46279999999996;-15.851699999999937
6 - RIO PARANÁ;RIO JAURU;MT;PORTO ESPERIDIÃO;SEMA-MT;SEMA-MT;;;Fluviométrica;66072002;PORTO ESPERIDIÃO;-15.8517;-58.4628;5660;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/12/2015;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66072002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66072002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66072002;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66072002;-58.46279999999996;-15.851699999999937
6 - RIO PARANÁ;RIO DOS BUGRES;MT;BARRA DO BUGRES;SEMA-MT;SEMA-MT;;;Fluviométrica;66009000;BARRA DO BUGRES;-15.0769;-57.1769;2250;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/12/1989;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66009000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66009000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66009000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66009000;-57.17689999999993;-15.076899999999966
6 - RIO PARANÁ;RIO CABAÇAL;MT;CÁCERES;ANA;CPRM;CPRM-GO;20;Fluviométrica;66065000;ESTRADA MT-125;-15.4686;-57.8936;3620;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;;Não;;Não;;Sim;31/7/1969;;31/7/1969;;30/9/2002;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66065000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66065000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66065000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66065000;-57.893599999999935;-15.46859999999998
6 - RIO PARANÁ;RIO CABAÇAL;MT;CÁCERES;SEMA-MT;HYDROCONSULT;;;Fluviométrica;66064000;ESTRADA MT-125;-15.4686;-57.8936;3610;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;Não;Sim;30/9/2011;;30/9/2011;;;;;;;30/9/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66064000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66064000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66064000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66064000;-57.893599999999935;-15.46859999999998
6 - RIO PARANÁ;RIO JUBINHA;MT;BARRA DO BUGRES;NOVA JUBA;NOVA JUBA;;;Fluviométrica;66050500;PCH JUBINHA III MONTANTE;-14.7308;-58.1214;734;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Sim;31/8/2000;;31/8/2000;30/11/2000;31/8/2000;;;;;31/3/2010;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66050500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66050500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66050500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66050500;-58.12139999999994;-14.730799999999931
6 - RIO PARANÁ;RIO JUBA;MT;BARRA DO BUGRES;PAMPEANA;PAMPEANA;;1;Fluviométrica;66052900;PCH PAMPEANA JUSANTE;-14.8261;-57.9031;1970;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/4/2015;;30/4/2015;30/4/2015;;;;;;30/4/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66052900;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66052900;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66052900;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66052900;-57.90309999999994;-14.82609999999994
6 - RIO PARANÁ;RIBEIRÃO PONTE DA PEDRA;MT;RONDONÓPOLIS;HIDROPOWER;HIDROPOWER;;1;Fluviométrica;66453000;PCH ENG. JOSÉ GELÁSIO DA ROCHA BARRAMENTO;-16.7128;-54.7478;1698;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Não;31/7/2015;;31/10/2018;;31/7/2015;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66453000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66453000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66453000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66453000;-54.747799999999984;-16.71279999999996
6 - RIO PARANÁ;RIBEIRÃO PONTE DA PEDRA;MT;RONDONÓPOLIS;HIDROPOWER;HIDROPOWER;;1;Fluviométrica;66452500;PCH ENG. JOSÉ GELÁSIO DA ROCHA MONTANTE;-16.7483;-54.7217;1543;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Sim;31/7/2015;;31/7/2015;31/7/2015;31/7/2015;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66452500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66452500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66452500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66452500;-54.72169999999994;-16.748299999999972
6 - RIO PARANÁ;RIBEIRÃO PONTE DA PEDRA;MT;RONDONÓPOLIS;TUPAN;TUPAN;;1;Fluviométrica;66454900;PCH RONDONÓPOLIS BARRAMENTO;-16.6669;-54.7356;2720;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;31/7/2015;;30/11/2016;;;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66454900;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66454900;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66454900;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66454900;-54.73559999999998;-16.66689999999994
6 - RIO PARANÁ;RIBEIRÃO PONTE DA PEDRA;MT;RONDONÓPOLIS;TUPAN;TUPAN;;1;Fluviométrica;66454800;PCH RONDONÓPOLIS MONTANTE;-16.6689;-54.7403;1815;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;31/7/2015;;31/7/2015;31/7/2015;;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66454800;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66454800;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66454800;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66454800;-54.740299999999934;-16.66889999999995
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;VARZEA DO JUBA;VARZEA DO JUBA;;1;Fluviométrica;66053200;PCH GRAÇA BRENNAND JUSANTE;-14.9756;-57.7461;139;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/11/2014;;30/11/2014;30/11/2014;;;;;;30/11/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66053200;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66053200;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66053200;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66053200;-57.746099999999956;-14.975599999999929
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;VARZEA DO JUBA;VARZEA DO JUBA;;1;Fluviométrica;66052600;PCH GRAÇA BRENNAND BARRAMENTO;-14.7956;-57.9706;139;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Não;30/11/2014;;;;30/11/2014;;;;;30/11/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66052600;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66052600;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66052600;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66052600;-57.97059999999993;-14.795599999999979
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;PAMPEANA;PAMPEANA;;1;Fluviométrica;66052800;PCH PAMPEANA BARRAMENTO;-14.8283;-57.9119;;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;;31/7/2013;;;;31/7/2013;;;;;31/7/2013;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66052800;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66052800;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66052800;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66052800;-57.911899999999946;-14.828299999999956
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;ITAMARATI;ITAMARATI;;1;Fluviométrica;66052500;UHE JUBA II JUSANTE;-14.7606;-58.0242;1790;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/1/2012;;31/1/2012;31/1/2012;;;;;;31/1/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66052500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66052500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66052500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66052500;-58.02419999999995;-14.760599999999954
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;ITAMARATI;ITAMARATI;;1;Fluviométrica;66052081;UHE JUBA II BARRAMENTO;-14.7592;-58.0458;1790;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;31/12/2012;;;;;;;;;31/12/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66052081;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66052081;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66052081;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66052081;-58.045799999999986;-14.759199999999964
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;ITAMARATI;ITAMARATI;;1;Fluviométrica;66052080;UHE JUBA I BARRAMENTO;-14.7406;-58.1014;1750;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;31/12/2012;;;;;;;;;31/12/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66052080;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66052080;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66052080;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66052080;-58.101399999999956;-14.740599999999972
6 - RIO PARANÁ;RIO JUBA;MT;TANGARÁ DA SERRA;ITAMARATI;ITAMARATI;;1;Fluviométrica;66051000;UHE JUBA I MONTANTE;-14.7106;-58.1025;817;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/3/2012;;31/3/2012;31/3/2012;;;;;;31/3/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66051000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66051000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66051000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66051000;-58.102499999999964;-14.710599999999943
6 - RIO PARANÁ;RIO MARACANÃ;MT;NOVA MARILÂNDIA;MARACANÃ;MARACANÃ;;1;Fluviométrica;66025500;PCH MARACANÃ JUSANTE;-14.355;-57.6164;154;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/9/2013;;30/9/2013;30/9/2013;;;;;;30/11/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66025500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66025500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66025500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66025500;-57.61639999999994;-14.354999999999961
6 - RIO PARANÁ;RIO MARACANÃ;MT;NOVA MARILÂNDIA;MARACANÃ;MARACANÃ;;1;Fluviométrica;66025000;PCH MARACANÃ BARRAMENTO;-14.3331;-57.6156;148;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;30/11/2014;;;;;;;;;30/11/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66025000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66025000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66025000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66025000;-57.61559999999997;-14.333099999999945
6 - RIO PARANÁ;RIBEIRÃO DO SAPO;MT;TANGARÁ DA SERRA;RIO DO SAPO;RIO DO SAPO;;1;Fluviométrica;66029010;PCH RIO DO SAPO JUSANTE;-14.6122;-57.7458;593.03;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/8/2015;;31/8/2015;31/8/2015;;;;;;31/8/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66029010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66029010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66029010;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66029010;-57.745799999999974;-14.612199999999973
6 - RIO PARANÁ;RIBEIRÃO DO SAPO;MT;TANGARÁ DA SERRA;RIO DO SAPO;RIO DO SAPO;;1;Fluviométrica;66029000;PCH RIO DO SAPO BARRAMENTO;-14.6108;-57.7439;593.03;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/8/2015;;;;;;;;;31/8/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66029000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66029000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66029000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66029000;-57.74389999999994;-14.610799999999927
6 - RIO PARANÁ;RIBEIRÃO DO SAPO;MT;TANGARÁ DA SERRA;RIO DO SAPO;RIO DO SAPO;;1;Fluviométrica;66028500;PCH RIO DO SAPO MONTANTE 1;-14.5928;-57.7731;593.03;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/8/2015;;31/8/2015;31/8/2015;;;;;;31/8/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66028500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66028500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66028500;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66028500;-57.77309999999994;-14.592799999999954
6 - RIO PARANÁ;RIBEIRÃO DO SAPO;MT;TANGARÁ DA SERRA;RIO DO SAPO;RIO DO SAPO;;1;Fluviométrica;66028000;PCH RIO DO SAPO MONTANTE 2;-14.5564;-57.8122;593.03;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/8/2015;;31/8/2015;;;;;;;31/8/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66028000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66028000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66028000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66028000;-57.81219999999996;-14.55639999999994
6 - RIO PARANÁ;CÓRREGO MUTUM;MT;SANTO ANTÔNIO DO LEVERGER;ENEBRAS;ENEBRAS;;;Fluviométrica;66456000;FAZENDA POENTE;-16.45694444;-55.31972222;182;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Sim;31/12/2007;;31/12/2007;31/12/2007;31/12/2007;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66456000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66456000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66456000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66456000;-55.31972222199994;-16.45694444399993
6 - RIO PARANÁ;RIO DA PRATA;MT;JUSCIMEIRA;PRATA;PRATA;;1;Fluviométrica;66400060;PCH ÁGUA BRAVA JUSANTE;-16.1039;-54.9908;332;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/6/2018;;30/6/2018;30/6/2018;;;;;;30/6/2018;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400060;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400060;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400060;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400060;-54.99079999999998;-16.103899999999953
6 - RIO PARANÁ;RIO DA PRATA;MT;JUSCIMEIRA;PRATA;PRATA;;1;Fluviométrica;66400050;PCH ÁGUA PRATA JUSANTE;-16.0964;-55.0425;320;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/6/2017;;30/6/2017;30/6/2017;;;;;;30/6/2017;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400050;-55.04249999999996;-16.09639999999996
6 - RIO PARANÁ;RIO ARARÃO;MT;TANGARÁ DA SERRA;SEMA-MT;SEMA-MT;;;Fluviométrica;66131050;RIO ARARÃO;-14.5772;-57.4764;;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/10/2019;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66131050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66131050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66131050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66131050;-57.476399999999956;-14.577199999999948
6 - RIO PARANÁ;CÓRREGO QUEIMA PÉ;MT;TANGARÁ DA SERRA;SEMA-MT;SEMA-MT;;;Fluviométrica;66131000;CÓRREGO QUEIMA-PÉ;-14.6319;-57.5411;;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/10/2019;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66131000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66131000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66131000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66131000;-57.54109999999997;-14.631899999999973
6 - RIO PARANÁ;RIO SEPOTUBA;MT;BARRA DO BUGRES;ANA;CPRM;CPRM-GO;19;Fluviométrica;66055000;SÃO JOSÉ DO SEPOTUBA;-15.0922;-57.6803;8090;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;;Não;;Não;;Sim;31/8/1969;31/8/1969;31/8/1969;;30/9/2002;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66055000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66055000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66055000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66055000;-57.68029999999993;-15.092199999999934
6 - RIO PARANÁ;RIO SEPOTUBA;MT;LAMBARI D'OESTE;SEMA-MT;HYDROCONSULT;;;Fluviométrica;66056000;FAZENDA SANTA RITA DO SEPOTUBA;-15.2308;-57.6981;8209;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;Não;Sim;31/7/2011;;31/7/2011;;;;;;;31/7/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66056000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66056000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66056000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66056000;-57.698099999999954;-15.230799999999931
6 - RIO PARANÁ;RIO SEPOTUBA;MT;NOVA OLIMPIA;ANA;CPRM;CPRM-GO;19;Fluviométrica;66050000;TAPIRAPUÃ;-14.8508;-57.7689;5290;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;;Não;;Não;;Sim;30/6/1971;;30/6/1971;;30/9/2002;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66050000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66050000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66050000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66050000;-57.768899999999974;-14.850799999999936
6 - RIO PARANÁ;RIO SEPOTUBA;MT;TANGARÁ DA SERRA;SEMA-MT;SEMA-MT;;;Fluviométrica;66054000;NOVA FERNANDÓPOLIS;-15.0075;-57.7303;;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;30/4/2010;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66054000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66054000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66054000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66054000;-57.73029999999994;-15.007499999999936
6 - RIO PARANÁ;RIO SEPOTUBA;MT;TANGARÁ DA SERRA;SEMA-MT;SEMA-MT;;;Fluviométrica;66030000;FAZENDA SANTA AMÁLIA;-14.61;-57.7281;3602;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;Não;Sim;31/7/2011;;31/7/2011;;31/7/2011;;;;;31/7/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66030000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66030000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66030000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66030000;-57.72809999999998;-14.609999999999957
