BACIA;RIO;ESTADO;MUNICIPIO;RESPONSAVEL;OPERADORA;OPERADORA_UNIDADE;ROTEIRO;TIPOESTACAO;CODIGO;NOME;LATITUDE;LONGITUDE;AREADRENAGEM;OPERANDO;TIPOESTACAOESCALA;TIPOESTACAOREGISTRADORNIVEL;TIPOESTACAODESCLIQUIDA;TIPOESTACAOSEDIMENTOS;TIPOESTACAOQUALAGUA;TIPOESTACAOTELEMETRICA;TIPOESTACAOPLUVIOMETRO;TIPOESTACAOREGISTRADORCHUVA;TIPOESTACAOTANQUEEVAPO;TIPOESTACAOCLIMATOLOGICA;TIPOREDEBASICA;TIPOREDEENERGETICA;TIPOREDENAVEGACAO;TIPOREDECURSODAGUA;TIPOREDEESTRATEGICA;TIPOREDECAPTACAO;TIPOREDESEDIMENTOS;TIPOREDEQUALAGUA;TIPOREDECLASSEVAZAO;PERIODOESCALAINICIO;PERIODOREGISTRADORNIVELINICIO;PERIODODESCLIQUIDAINICIO;PERIODOSEDIMENTOSINICIO;PERIODOQUALAGUAINICIO;PERIODOPLUVIOMETROINICIO;PERIODOREGISTRADORCHUVAINICIO;PERIODOTANQUEEVAPOINICIO;PERIODOCLIMATOLOGICAINICIO;PERIODOTELEMETRICAINICIO;Baixar Dados;Baixar MDB (Convencional);Baixar TXT (Convencional);Baixar CSV (Convencional);x;y
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;JUSCIMEIRA;ANA;CPRM;CPRM-GO;18;Fluviométrica;66400000;SÃO LOURENÇO DE FÁTIMA;-16.3108;-54.9228;6990;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;;Não;;Sim;;Sim;31/1/1965;;31/1/1965;31/8/1992;31/8/2002;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400000;-54.92279999999994;-16.310799999999972
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;JUSCIMEIRA;SEMA-MT;SEMA-MT;;;Fluviométrica;66400100;JUS. PTE. CONCRETO - ACESSO CACH. PRATA;-16.0981;-54.9383;5010;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;Não;Sim;30/6/2017;;31/5/2002;31/5/2002;;;;;;30/6/2017;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400100;-54.93829999999997;-16.09809999999993
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;JUSCIMEIRA;SEMA-MT;SEMA-MT;;;Fluviométrica;66400001;FÁTIMA DE SÃO LOURENÇO;-16.3108;-54.9228;6990;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/12/2015;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400001;-54.92279999999994;-16.310799999999972
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;JUSCIMEIRA;GERAOESTE;GERAOESTE;;1;Fluviométrica;66400390;PCH SÃO LOURENÇO JUSANTE;-16.2189;-54.9431;5775;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/7/2015;;31/7/2015;31/7/2015;;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400390;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400390;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400390;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400390;-54.94309999999996;-16.218899999999962
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;JUSCIMEIRA;GERAOESTE;GERAOESTE;;1;Fluviométrica;66400380;PCH SÃO LOURENÇO BARRAMENTO;-16.2169;-54.9433;5770;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Não;31/7/2015;;;;31/7/2015;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400380;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400380;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400380;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400380;-54.943299999999965;-16.216899999999953
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;JUSCIMEIRA;GERAOESTE;GERAOESTE;;1;Fluviométrica;66400360;PCH SÃO LOURENÇO MONTANTE;-16.0394;-54.9397;5460;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/7/2015;;31/7/2015;31/7/2015;;;;;;31/7/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66400360;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66400360;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66400360;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66400360;-54.93969999999996;-16.039399999999944
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;SANTO ANTÔNIO DO LEVERGER;ANA;CPRM;CPRM-GO;18;Fluviométrica;66460000;ACIMA DO CÓRREGO GRANDE;-16.6081;-55.2064;23000;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;;Não;;Não;;Sim;30/9/1969;;30/9/1969;31/8/2000;30/6/1979;;;;;31/3/1996;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66460000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66460000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66460000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66460000;-55.206399999999974;-16.60809999999998
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;SÃO PEDRO DA CIPA;ANA;CPRM;CPRM-GO;18;Fluviométrica;66380000;SÃO PEDRO DA CIPA;-15.9981;-54.9217;3240;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;;Não;;Não;;Sim;31/5/1966;;31/5/1966;31/12/1999;31/5/1993;;;;;30/6/2021;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66380000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66380000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66380000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66380000;-54.92169999999999;-15.998099999999965
6 - RIO PARANÁ;RIO SÃO LOURENÇO;MT;SÃO PEDRO DA CIPA;SEMA-MT;HYDROCONSULT;;;Fluviométrica;66380100;RIO SÃO LOURENÇO - SÃO PEDRO DA CIPA;-15.9981;-54.9217;3240;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Sim;30/9/2011;;31/5/2002;31/5/2002;31/5/2002;;;;;30/9/2011;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66380100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66380100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66380100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66380100;-54.92169999999999;-15.998099999999965
6 - RIO PARANÁ;RIO BENTO GOMES;MT;POCONÉ;SEMA-MT;SEMA-MT;;;Fluviométrica;66110001;POCONÉ;-16.315;-56.5422;2910;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/12/2015;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66110001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66110001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66110001;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66110001;-56.54219999999998;-16.31499999999994
6 - RIO PARANÁ;CÓRREGO ESPINHAL COMPRIDO;MT;ITIQUIRA;PRCPI;PRCPI;;;Fluviométrica;66666000;FAZENDA MARAJOARA;-17.34111111;-54.09638889;77;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;Não;Sim;31/7/2005;;31/7/2005;;;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66666000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66666000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66666000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66666000;-54.09638888899997;-17.341111110999975
6 - RIO PARANÁ;RIBEIRÃO CAETÉ;MT;SANTO ANTÔNIO DO LEVERGER;CONSÓRCIO JONAS;CONSÓRCIO JONAS;;1;Fluviométrica;66201200;PCH SENADOR JONAS PINHEIRO JUSANTE;-16.1111;-55.3758;68;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/6/2015;;30/6/2015;30/6/2015;;;;;;30/6/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66201200;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66201200;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66201200;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66201200;-55.37579999999997;-16.111099999999965
6 - RIO PARANÁ;RIBEIRÃO CAETÉ;MT;SANTO ANTÔNIO DO LEVERGER;CONSÓRCIO JONAS;CONSÓRCIO JONAS;;1;Fluviométrica;66201100;PCH SENADOR JONAS PINHEIRO BARRAMENTO;-16.1061;-55.3439;54;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;31/8/2015;;;;;;;;;31/8/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66201100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66201100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66201100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66201100;-55.34389999999996;-16.10609999999997
6 - RIO PARANÁ;RIO JAURU;MT;ARAPUTANGA;ALTO JAURU;ALTO JAURU;;1;Fluviométrica;66071363;PCH ANTÔNIO BRENNAND JUSANTE;-15.0528;-58.7508;;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/11/2012;;30/11/2012;30/11/2012;;;;;;30/11/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071363;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071363;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071363;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071363;-58.75079999999997;-15.052799999999934
6 - RIO PARANÁ;RIO JAURU;MT;ARAPUTANGA;ALTO JAURU;ALTO JAURU;;1;Fluviométrica;66071360;PCH ANTÔNIO BRENNAND BARRAMENTO;-15.045;-58.7492;1800;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;30/11/2012;;;;;;;;;30/11/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071360;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071360;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071360;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071360;-58.74919999999997;-15.044999999999959
6 - RIO PARANÁ;RIO JAURU;MT;ARAPUTANGA;ALTO JAURU;ALTO JAURU;;1;Fluviométrica;66071355;PCH ANTÔNIO BRENNAND MONTANTE 1;-15.0369;-58.7358;1800;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/3/2012;;31/3/2012;31/3/2012;;;;;;31/3/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071355;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071355;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071355;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071355;-58.73579999999998;-15.036899999999946
6 - RIO PARANÁ;RIO JAURU;MT;ARAPUTANGA;ALTO JAURU;ALTO JAURU;;1;Fluviométrica;66071353;PCH ANTÔNIO BRENNAND MONTANTE 2;-15.0231;-58.7217;;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/3/2012;;31/3/2012;;;;;;;31/3/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071353;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071353;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071353;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071353;-58.72169999999994;-15.023099999999943
6 - RIO PARANÁ;RIO JAURU;MT;CÁCERES;ANA;CPRM;CPRM-GO;20;Fluviométrica;66077000;PORTO LIMÃO;-16.1469;-58.0092;10800;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;;Sim;;Sim;Não;Não;31/1/1995;;;;;;;;;30/6/2021;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66077000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66077000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66077000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66077000;-58.009199999999964;-16.14689999999996
6 - RIO PARANÁ;RIO JAURU;MT;CÁCERES;SEMA-MT;SEMA-MT;;;Fluviométrica;66077100;CÁCERES;-16.1467;-58.0139;10800;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;;;;;;31/12/1989;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66077100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66077100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66077100;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66077100;-58.01389999999998;-16.146699999999953
6 - RIO PARANÁ;RIO JAURU;MT;FIGUEIRÓPOLIS D'OESTE;SEMA-MT;SEMA-MT;;;Fluviométrica;66071490;PONTE MT 250 RIO JAURU;-15.6594;-58.5544;;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/7/2018;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071490;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071490;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071490;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071490;-58.55439999999999;-15.659399999999948
6 - RIO PARANÁ;RIO JAURU;MT;INDIAVAÍ;ANA;CPRM;CPRM-GO;20;Fluviométrica;66071400;ÁGUA SUJA;-15.4997;-58.5997;2860;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;;Sim;;Não;;Sim;31/5/1979;;31/5/1979;;30/9/2002;;;;;30/6/2021;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071400;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071400;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071400;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071400;-58.599699999999984;-15.499699999999962
6 - RIO PARANÁ;RIO JAURU;MT;INDIAVAÍ;SEMA-MT;SEMA-MT;;;Fluviométrica;66071398;PONTE MT 248 RIO JAURU;-15.4836;-58.5992;;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;;Não;;Não;;Não;;;;;31/7/2018;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071398;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071398;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071398;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071398;-58.59919999999994;-15.483599999999967
6 - RIO PARANÁ;RIO JAURU;MT;INDIAVAÍ;SAJESA;SAJESA;;1;Fluviométrica;66071397;PCH SALTO JUSANTE;-15.2919;-58.7075;2280;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/10/2007;;31/10/2007;31/5/2011;;;;;;31/3/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071397;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071397;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071397;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071397;-58.70749999999998;-15.291899999999941
6 - RIO PARANÁ;RIO JAURU;MT;INDIAVAÍ;SAJESA;SAJESA;;1;Fluviométrica;66071395;PCH SALTO BARRAMENTO;-15.2889;-58.7067;2270;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;31/3/2012;;;;;;;;;31/3/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071395;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071395;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071395;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071395;-58.706699999999955;-15.288899999999956
6 - RIO PARANÁ;CÓRREGO ÁGUA LIMPA;MT;TANGARÁ DA SERRA;RECANTO;RECANTO;;1;Fluviométrica;66425050;PCH RECANTO JUSANTE;-14.4283;-57.8128;160;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/6/2019;;30/6/2019;30/6/2019;;;;;;30/6/2019;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66425050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66425050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66425050;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66425050;-57.81279999999998;-14.428299999999979
6 - RIO PARANÁ;CÓRREGO ÁGUA LIMPA;MT;TANGARÁ DA SERRA;RECANTO;RECANTO;;1;Fluviométrica;66425000;PCH RECANTO BARRAMENTO;-14.4194;-57.8183;155;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;30/6/2019;;;;;;;;;30/6/2019;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66425000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66425000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66425000;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66425000;-57.818299999999965;-14.41939999999994
6 - RIO PARANÁ;RIO JAURU;MT;INDIAVAÍ;FIGUEIRÓPOLIS;FIGUEIRÓPOLIS;;1;Fluviométrica;66071470;PCH FIGUEIRÓPOLIS JUSANTE;-15.3942;-58.6328;;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/8/2010;;31/8/2010;31/8/2010;;;;;;29/2/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071470;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071470;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071470;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071470;-58.632799999999975;-15.394199999999955
6 - RIO PARANÁ;RIO JAURU;MT;INDIAVAÍ;FIGUEIRÓPOLIS;FIGUEIRÓPOLIS;;1;Fluviométrica;66071450;PCH FIGUEIRÓPOLIS BARRAMENTO;-15.3922;-58.6375;;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Não;29/2/2012;;;;31/8/2010;;;;;29/2/2012;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071450;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071450;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071450;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071450;-58.63749999999993;-15.392199999999946
6 - RIO PARANÁ;RIO JAURU;MT;JAURU;OMBREIRAS;OMBREIRAS;;1;Fluviométrica;66071380;PCH OMBREIRAS JUSANTE;-15.1322;-58.7297;2130;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/3/2015;;31/3/2015;31/3/2015;;;;;;31/3/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071380;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071380;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071380;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071380;-58.72969999999998;-15.132199999999955
6 - RIO PARANÁ;RIO JAURU;MT;JAURU;OMBREIRAS;OMBREIRAS;;1;Fluviométrica;66071375;PCH OMBREIRAS BARRAMENTO;-15.13;-58.7294;2130;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;30/4/2007;;;;;;;;;31/3/2015;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071375;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071375;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071375;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071375;-58.72939999999994;-15.129999999999939
6 - RIO PARANÁ;RIO JAURU;MT;JAURU;INDIAVAI ENERG;INDIAVAI ENERG;;1;Fluviométrica;66071390;PCH INDIAVAÍ BARRAMENTO;-15.2622;-58.7222;2240;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Não;30/9/2018;;30/9/2018;;30/9/2018;;;;;31/7/2008;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071390;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071390;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071390;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071390;-58.72219999999999;-15.26219999999995
6 - RIO PARANÁ;RIO JAURU;MT;JAURU;CONS.JAURU;CONS.JAURU;;1;Fluviométrica;66071385;UHE JAURU BARRAMENTO;-15.2378;-58.7297;2230;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;31/5/2014;;30/11/1999;;;;;;;31/5/2014;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071385;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071385;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071385;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071385;-58.72969999999998;-15.237799999999936
6 - RIO PARANÁ;RIO JAURU;MT;JAURU;CONS.JAURU;CONS.JAURU;;1;Fluviométrica;66071384;UHE JAURU RESERVATÓRIO;-15.2211;-58.73;2230;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;;Não;;;;;31/3/2014;;;;;;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071384;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071384;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071384;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071384;-58.72999999999996;-15.221099999999979
6 - RIO PARANÁ;RIO JAURU;MT;JAURU;CONS.JAURU;CONS.JAURU;;1;Fluviométrica;66071382;UHE JAURU MONTANTE;-15.1467;-58.7308;2166;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;;Não;;Não;Não;Sim;30/9/2017;;30/9/2017;30/9/2017;;;;;;30/9/2017;http://www.snirh.gov.br/hidroweb/serieshistoricas?codigoEstacao=66071382;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=1&documentos=66071382;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=2&documentos=66071382;http://www.snirh.gov.br/hidroweb/rest/api/documento/convencionais?tipo=3&documentos=66071382;-58.73079999999993;-15.146699999999953
